TalkEnglish Logo
Toggle English Lesson Menu
TalkEnglish Home Button
Lesson Search

Search
ENGLISH LESSONS
Speaking English Lessons
English Listening Lessons
Extra English Lessons
Full Lesson Index
EXTRAS
English Speaking Articles
Download Offline Version
FB	TW	

Top 2000 Vocabulary Words
The list of words below are the most frequently used 2265 words in Spoken English. The words were selected by analyzing more than 250,000 words from hundreds of conversations. The only words to make it into the list were those that were also found in the BNC top 3,000, The COCA 5,000, and the Longman 3,000.

The frequency number is how often the word appears out of 250,000 words. For example if you divide 250,000 by 9243, then we can see that the word "the" appears once in every 27 words. However, this number should only be used as a general guide. The numbers can change depending on the topic, demographic, and many other variables. Although the number cannot be accurate, it can be used to provide insight into the frequency of words in relation to other words.

The Type column refers to what type of word it is. In many cases, a word can be multiple types. The first one listed is more frequently used than the second. For example, the word "can" is used as an auxiliary verb such as, "I can ride a bike." Also, it is a noun such as can of food. In this particular case, "can" is used commonly in both ways, but it is more frequently used as an auxiliary verb. In some cases, the third or fourth type might not be used regularly.

There can be typos or errors.  If you find anything that is incorrect, please email talkenglish@talkenglish.com.  We will do our best to correct everything.

Word	Frequency	Type
reality	14		(noun)
remain	14		(verb)
represent	14		(verb)
responsibility	14		(noun)
ride	14		(verb,noun)
savings	14		(noun,adjective,preposition)
secret	14		(adjective,noun)
situation	14		(noun)
skill	14		(noun)
spread	14		(verb,noun)
spring	14		(verb,noun)
staff	14		(noun,verb)
statement	14		(noun)
sugar	14		(noun,verb)
target	14		(noun,verb)
text	14		(noun,verb)
tough	14		(adjective,noun)
ultimately	14		(adverb)
wait	14		(verb,noun)
wealth	14		(noun)
whenever	14		(conjunction,adverb)
whose	14		(pronoun)
widely	14		(adverb)
animal	13		(noun,adjective)
application	13		(noun)
apply	13		(verb)
author	13		(noun,verb)
aware	13		(adjective)
brown	13		(adjective,noun,verb)
budget	13		(noun,adjective,verb)
cheap	13		(adjective,adverb)
city	13		(noun)
complicated	13		(past,verb)
county	13		(noun)
deep	13		(adjective,noun,adverb)
depth	13		(noun)
discount	13		(noun,verb,adjective)
display	13		(verb,noun)
educational	13		(adjective)
environmental	13		(adjective)
estate	13		(noun)
file	13		(noun,verb)
flow	13		(verb,noun)
forget	13		(verb)
foundation	13		(noun)
global	13		(adjective)
grandmother	13		(noun)
ground	13		(noun,verb,adjective)
heart	13		(noun)
hit	13		(verb,noun)
legal	13		(adjective)
lesson	13		(noun,verb)
minute	13		(noun,adjective,verb)
near	13		(adverb,preposition,adjective,verb)
objective	13		(adjective,noun)
officer	13		(noun,verb)
perspective	13		(noun)
phase	13		(noun,verb)
photo	13		(noun)
recently	13		(adverb)
recipe	13		(noun)
recommend	13		(verb)
reference	13		(noun,verb,adjective)
register	13		(noun,verb)
relevant	13		(adjective)
rely	13		(verb)
secure	13		(adjective,verb)
seriously	13		(adverb)
shoot	13		(verb,noun,interjection)
sky	13		(noun,verb)
stage	13		(noun,verb)
stick	13		(noun,verb)
studio	13		(noun)
thin	13		(adjective,adverb,verb)
title	13		(noun,verb)
topic	13		(noun)
touch	13		(verb,noun)
trouble	13		(noun,verb)
vary	13		(verb)
accurate	12		(adjective)
advanced	12		(past,verb,adjective,noun)
bowl	12		(noun,verb)
bridge	12		(noun,verb)
campaign	12		(noun,verb)
cancel	12		(verb,noun)
capable	12		(adjective)
character	12		(noun,adjective,verb)
chemical	12		(adjective,noun)
club	12		(noun,verb)
collection	12		(noun)
cool	12		(adjective,adverb,noun,verb)
cry	12		(verb,noun,idiom)
dangerous	12		(adjective)
depression	12		(noun)
dump	12		(verb,noun,idiom)
edge	12		(noun,verb,idiom)
evidence	12		(noun,verb,idiom)
extreme	12		(adjective,noun)
fan	12		(noun,verb,idiom)
frequently	12		(adverb)
fully	12		(adverb)
generate	12		(verb)
imagination	12		(noun)
letter	12		(noun,verb,idiom)
lock	12		(noun,verb,idiom)
maximum	12		(noun,adjective)
mostly	12		(adverb)
myself	12		(pronoun)
naturally	12		(adverb)
nearly	12		(adverb)
novel	12		(noun,adjective)
obtain	12		(verb)
occasionally	12		(adverb)
option	12		(noun,verb)
organized	12		(past,verb)
pack	12		(noun,verb,adjective,idiom)
park	12		(noun,verb)
passion	12		(noun)
percentage	12		(noun)
plenty	12		(noun,adjective,adverb)
push	12		(verb,noun,idiom)
quarter	12		(noun,verb,adjective)
resource	12		(noun)
select	12		(verb,adjective)
setting	12		(noun)
skin	12		(noun,verb)
sort	12		(noun,verb)
weight	12		(noun,verb)
accept	11		(verb)
ad	11		(noun)
agency	11		(noun)
baby	11		(noun,verb,adjective)
background	11		(noun,adjective)
carefully	11		(adverb)
carry	11		(noun,verb)
clearly	11		(adverb)
college	11		(noun)
communicate	11		(verb)
complain	11		(verb)
conflict	11		(verb,noun)
connection	11		(noun)
criticism	11		(noun)
debt	11		(noun)
depend	11		(verb)
description	11		(noun)
die	11		(verb,idiom)
dish	11		(noun,verb,idiom)
dramatic	11		(adjective)
eat	11		(verb,noun,idiom)
efficient	11		(adjective)
enter	11		(verb)
essentially	11		(adverb)
exact	11		(adjective,verb)
factor	11		(noun,verb)
fair	11		(adjective,adverb,noun,idiom)
fill	11		(verb,noun,idiom)
fine	11		(adjective,adverb,verb,noun)
formal	11		(adjective,noun,adverb)
forward	11		(adverb,adjective,noun,verb)
fruit	11		(noun,verb)
glass	11		(noun,adjective,verb)
happen	11		(verb)
indicate	11		(verb)
joint	11		(noun,adjective,verb,idiom)
jump	11		(verb,noun,adjective,adverb)
kick	11		(verb,noun,idiom)
master	11		(noun,adjective,verb)
memory	11		(noun)
muscle	11		(noun,verb,adjective)
opposite	11		(adjective,noun,preposition,adverb)
pass	11		(verb,noun,idiom)
patience	11		(noun)
pitch	11		(verb,noun)
possibly	11		(adverb)
powerful	11		(adjective)
red	11		(noun,adjective,idiom)
remote	11		(adjective,noun)
secretary	11		(noun)
slightly	11		(adverb)
solution	11		(noun)
somewhat	11		(adverb)
strength	11		(noun,idiom)
suggest	11		(verb)
survive	11		(verb)
total	11		(adjective,noun,verb)
traffic	11		(noun,verb)
treat	11		(verb,noun)
trip	11		(noun,verb,idiom)
vast	11		(adjective,noun)
vegetable	11		(noun,adjective)
abuse	10		(verb,noun)
administration	10		(noun)
appeal	10		(noun,verb)
appreciate	10		(verb)
aspect	10		(noun)
attitude	10		(noun)
beat	10		(verb,noun,adjective)
burn	10		(verb,noun)
chart	10		(noun,verb)
compare	10		(verb)
deposit	10		(verb,noun)
director	10		(noun)
equally	10		(adverb)
foreign	10		(adjective)
gear	10		(noun,verb,adjective,idiom)
greatly	10		(adverb)
hungry	10		(adjective)
ideal	10		(noun,adjective)
imagine	10		(verb)
kitchen	10		(noun,adjective)
land	10		(noun,verb,idiom)
log	10		(noun,verb)
lost	10		(adjective,verb,idiom)
manage	10		(verb)
mother	10		(noun,adjective,verb,idiom)
necessarily	10		(adverb)
net	10		(noun,verb)
party	10		(noun,adjective,verb)
personality	10		(noun)
personally	10		(adverb)
practical	10		(adjective)
principle	10		(noun,idiom)
print	10		(verb,noun,adjective,idiom)
psychological	10		(adjective)
psychology	10		(noun)
raise	10		(verb,noun,idiom)
rarely	10		(adverb)
recommendation	10		(noun)
regularly	10		(adverb)
relative	10		(noun,adjective)
response	10		(noun)
sale	10		(noun,idiom)
season	10		(noun,verb,idiom)
selection	10		(noun)
severe	10		(adjective)
signal	10		(noun,adjective,verb)
similarly	10		(adverb)
sleep	10		(verb,noun,idiom)
smooth	10		(adjective,adverb,verb,noun)
somewhere	10		(adverb,noun)
spirit	10		(noun,verb,idiom)
storage	10		(noun)
street	10		(noun,adjective,idiom)
suitable	10		(adjective)
tree	10		(noun,verb,idiom)
version	10		(noun)
wave	10		(noun,verb,idiom)
advance	9		(verb,noun,adjective)
alcohol	9		(noun)
anywhere	9		(adverb,noun)
argument	9		(noun)
basically	9		(adverb)
belt	9		(noun,verb)
bench	9		(noun,verb)
closed	9		(past,verb)
closely	9		(adverb)
commission	9		(noun,verb)
complaint	9		(noun)
connect	9		(verb,adjective)
consist	9		(verb,noun)
contract	9		(noun)
contribute	9		(verb,idiom)
copy	9		(noun,verb,idiom)
dark	9		(adjective,noun,idiom)
differ	9		(verb)
double	9		(adjective,noun,verb,adverb)
draw	9		(verb,noun,idiom)
drop	9		(noun,verb)
effectively	9		(adverb)
emphasis	9		(noun)
encourage	9		(verb)
equal	9		(adjective,noun,verb)
everybody	9		(pronoun)
expand	9		(verb)
firm	9		(adjective,verb,adverb,noun)
fix	9		(verb,noun,idiom)
frequent	9		(adjective,verb)
highway	9		(noun)
hire	9		(verb,noun,adjective,idiom)
initially	9		(adverb)
internal	9		(adjective,noun)
join	9		(verb,noun)
kill	9		(verb,noun,idiom)
literally	9		(adverb)
loss	9		(noun)
mainly	9		(adverb)
membership	9		(noun)
merely	9		(adverb)
minimum	9		(noun,adjective)
numerous	9		(adjective)
path	9		(noun,idiom)
possession	9		(noun)
preparation	9		(noun)
progress	9		(noun,verb,idiom)
project	9		(noun,verb)
prove	9		(verb)
react	9		(verb)
recognize	9		(verb)
relax	9		(verb)
replace	9		(verb)
sea	9		(noun,adjective,idiom)
sensitive	9		(adjective,noun)
sit	9		(verb,idiom)
south	9		(noun,adjective,adverb,verb)
status	9		(noun,adjective)
steak	9		(noun)
stuff	9		(noun,verb)
sufficient	9		(adjective)
tap	9		(verb,noun)
ticket	9		(noun,verb,idiom)
tour	9		(noun,verb)
union	9		(noun)
unusual	9		(adjective)
win	9		(verb,noun)
agreement	8		(noun)
angle	8		(noun,verb)
attack	8		(verb,noun)
blue	8		(noun,verb,adjective)
borrow	8		(verb)
breakfast	8		(noun,verb)
cancer	8		(noun)
claim	8		(verb,noun)
confidence	8		(noun,idiom)
consistent	8		(adjective)
constant	8		(adjective,noun)
cultural	8		(adjective)
currency	8		(noun)
daughter	8		(noun,adjective)
degree	8		(noun,idiom)
doctor	8		(noun,verb)
dot	8		(noun,verb,idiom)
drag	8		(verb,noun,adjective,idiom)
dream	8		(noun,verb,adjective)
drink	8		(verb,noun)
duty	8		(noun,idiom)
earn	8		(verb)
emphasize	8		(verb)
employment	8		(noun)
enable	8		(verb)
engineering	8		(noun)
entry	8		(noun)
essay	8		(noun,verb)
existing	8		(adjective)
famous	8		(adjective)
father	8		(noun,verb)
fee	8		(noun,verb)
finance	8		(noun,verb)
gently	8		(adverb)
guess	8		(verb,noun,idiom)
hopefully	8		(adverb)
hour	8		(noun,adjective,idiom)
interaction	8		(noun)
juice	8		(noun,verb,idiom)
limit	8		(noun,verb)
luck	8		(noun,verb,idiom)
milk	8		(noun,verb,idiom)
minor	8		(adjective,noun,verb)
mixed	8		(past,verb)
mixture	8		(noun)
mouth	8		(noun,verb,idiom)
nor	8		(conjunction)
operate	8		(verb)
originally	8		(adverb)
peace	8		(noun,interjection,verb,idiom)
pipe	8		(noun,verb)
please	8		(adverb,verb,idiom)
preference	8		(noun)
previous	8		(adjective,idiom)
pull	8		(verb,noun)
pure	8		(adjective)
raw	8		(adjective,noun,idiom)
reflect	8		(verb)
region	8		(noun)
republic	8		(noun)
roughly	8		(adverb)
seat	8		(noun,verb)
send	8		(verb)
significantly	8		(adverb)
soft	8		(adjective,noun,adverb,interjection)
solid	8		(adjective,noun)
stable	8		(noun,verb)
storm	8		(noun,verb,idiom)
substance	8		(noun,idiom)
team	8		(noun,verb,adjective)
tradition	8		(noun)
trick	8		(noun,adjective,verb,idiom)
virus	8		(noun)
wear	8		(verb,noun,idiom)
weird	8		(adjective,noun)
wonder	8		(verb,noun,idiom)
actor	7		(noun)
afraid	7		(adjective)
afternoon	7		(noun,adjective)
amazing	7		(adjective,verb)
annual	7		(adjective,noun)
anticipate	7		(verb)
assume	7		(verb)
bat	7		(noun,verb)
beach	7		(noun,verb)
blank	7		(noun,verb,adjective)
busy	7		(adjective,verb)
catch	7		(noun,verb)
chain	7		(noun,verb)
classroom	7		(noun)
consideration	7		(noun,idiom)
count	7		(verb,noun,adjective,idiom)
cream	7		(noun,verb,adjective,idiom)
crew	7		(noun,verb)
dead	7		(adjective,noun,adverb,idiom)
delivery	7		(noun)
detail	7		(noun,verb,idiom)
detailed	7		(past,verb)
device	7		(noun)
difficulty	7		(noun)
doubt	7		(verb,noun,idiom)
drama	7		(noun)
election	7		(noun)
engage	7		(verb)
engine	7		(noun)
enhance	7		(verb)
examine	7		(verb)
false	7		(adjective,adverb,idiom)
feed	7		(verb,noun,idiom)
football	7		(noun)
forever	7		(adverb,noun,idiom)
gold	7		(noun,adjective)
guidance	7		(noun)
hotel	7		(noun)
impress	7		(verb,noun)
install	7		(verb)
interview	7		(noun,verb)
kid	7		(noun,verb,adjective)
mark	7		(noun,verb,idiom)
match	7		(noun,verb)
mission	7		(noun,adjective)
nobody	7		(pronoun,noun)
obvious	7		(adjective)
ourselves	7		(pronoun)
owner	7		(noun)
pain	7		(noun,verb,idiom)
participate	7		(verb)
pleasure	7		(noun,verb)
priority	7		(noun)
protection	7		(noun)
repeat	7		(verb,noun)
round	7		(adjective,noun,adverb,verb)
score	7		(noun,verb,idiom)
screw	7		(noun,verb,idiom)
seek	7		(verb,idiom)
sex	7		(noun,verb,idiom)
sharp	7		(adjective,verb,adverb,noun)
shop	7		(noun,verb,interjection,idiom)
shower	7		(noun,verb,idiom)
sing	7		(verb,noun)
slide	7		(verb,noun,idiom)
strip	7		(verb,noun)
suggestion	7		(noun)
suit	7		(noun,verb,idiom)
tension	7		(noun)
thick	7		(adjective,adverb,noun,idiom)
tone	7		(noun,verb)
totally	7		(adverb)
twice	7		(adverb)
variation	7		(noun)
whereas	7		(conjunction,noun)
window	7		(noun,verb)
wise	7		(adjective,verb,idiom)
wish	7		(verb,noun)
agent	6		(noun,adjective,verb)
anxiety	6		(noun)
atmosphere	6		(noun)
awareness	6		(noun)
band	6		(noun,verb)
bath	6		(noun)
block	6		(noun,verb)
bone	6		(noun,verb,adverb)
bread	6		(noun)
calendar	6		(noun,verb)
candidate	6		(noun)
cap	6		(noun,verb)
careful	6		(adjective)
climate	6		(noun)
coat	6		(noun,verb)
collect	6		(verb,adverb,noun)
combine	6		(verb,noun)
command	6		(verb,noun)
comparison	6		(noun)
confusion	6		(noun)
construction	6		(noun)
contest	6		(noun,verb)
corner	6		(noun,adjective,verb,idiom)
court	6		(noun,verb,idiom)
cup	6		(noun,verb)
dig	6		(verb,noun)
district	6		(noun,verb)
divide	6		(verb,noun)
door	6		(noun,idiom)
east	6		(noun,adjective,adverb)
elevator	6		(noun)
elsewhere	6		(adverb)
emotion	6		(noun)
employee	6		(noun)
employer	6		(noun)
equivalent	6		(adjective,noun)
everywhere	6		(adverb)
except	6		(preposition,conjunction,idiom)
finger	6		(noun,verb,idiom)
garage	6		(noun,verb)
guarantee	6		(noun,verb)
guest	6		(noun)
hang	6		(verb,noun,idiom)
height	6		(noun)
himself	6		(pronoun)
hole	6		(noun,verb,idiom)
hook	6		(noun,verb,idiom)
hunt	6		(verb,noun)
implement	6		(noun,verb)
initial	6		(adjective,noun,verb)
intend	6		(verb)
introduce	6		(verb)
latter	6		(adjective)
layer	6		(noun,verb)
leadership	6		(noun)
lecture	6		(noun,verb)
lie	6		(noun,verb,idiom)
mall	6		(noun)
manager	6		(noun)
manner	6		(noun,idiom)
march	6		(verb,noun,idiom)
married	6		(past,verb,adjective,noun)
meeting	6		(noun,idiom)
mention	6		(verb,noun,idiom)
narrow	6		(adjective,verb,noun)
nearby	6		(adjective,adverb)
neither	6		(conjunction,adjective,pronoun)
nose	6		(noun,verb,idiom)
obviously	6		(adverb)
operation	6		(noun)
parking	6		(noun,adjective)
partner	6		(noun,verb)
perfectly	6		(adverb)
physically	6		(adverb)
profile	6		(noun,verb)
proud	6		(adjective,idiom)
recording	6		(noun)
relate	6		(verb)
respect	6		(noun,verb)
rice	6		(noun,verb)
routine	6		(noun,adjective)
sample	6		(noun)
schedule	6		(noun,verb)
settle	6		(verb)
smell	6		(verb,noun)
somehow	6		(adverb,idiom)
spiritual	6		(adjective,noun)
survey	6		(verb,noun)
swimming	6		(noun,adjective)
telephone	6		(noun,verb)
tie	6		(verb,noun,idiom)
tip	6		(noun,verb)
transportation	6		(noun)
unhappy	6		(adjective)
wild	6		(adjective,adverb,noun,idiom)
winter	6		(noun,adjective,verb)
absolutely	5		(adverb,interjection)
acceptable	5		(adjective)
adult	5		(adjective,noun)
aggressive	5		(adjective)
airline	5		(noun,adjective)
apart	5		(adjective,adverb)
assure	5		(verb)
attract	5		(verb)
bag	5		(noun,verb)
battle	5		(noun,verb)
bed	5		(noun,verb)
bill	5		(noun,verb)
boring	5		(adjective)
bother	5		(noun,verb)
brief	5		(adjective,noun,verb)
cake	5		(noun,verb)
charity	5		(noun)
code	5		(noun,verb)
cousin	5		(noun)
crazy	5		(adjective,noun,idiom)
curve	5		(noun,verb,idiom)
designer	5		(noun,adjective)
dimension	5		(noun,verb)
disaster	5		(noun)
distinct	5		(adjective)
distribute	5		(verb)
dress	5		(noun,adjective,verb)
ease	5		(noun,verb)
eastern	5		(adjective)
editor	5		(noun)
efficiency	5		(noun)
emergency	5		(noun,adjective)
escape	5		(verb,noun,adjective)
evening	5		(noun,adjective)
excitement	5		(noun)
expose	5		(verb,idiom)
extension	5		(noun,adjective)
extent	5		(noun)
farm	5		(noun,verb,idiom)
feedback	5		(noun)
fight	5		(noun,verb)
gap	5		(noun,verb)
gather	5		(verb,noun,idiom)
grade	5		(noun,verb)
guitar	5		(noun)
hate	5		(verb,noun)
holiday	5		(noun,adjective,verb)
homework	5		(noun)
horror	5		(noun,adjective)
horse	5		(noun,verb,adjective,idiom)
host	5		(noun,verb)
husband	5		(noun,verb)
leader	5		(noun)
loan	5		(noun,verb,idiom)
logical	5		(adjective)
mistake	5		(noun,verb,idiom)
mom	5		(noun)
mountain	5		(noun,adjective,idiom)
nail	5		(noun,verb,idiom)
noise	5		(noun,verb)
none	5		(pronoun,adverb,adjective)
occasion	5		(noun,verb,idiom)
outcome	5		(noun)
overcome	5		(verb)
owe	5		(verb)
package	5		(noun,verb)
patient	5		(noun,adjective)
pause	5		(noun,verb,idiom)
permission	5		(noun)
phrase	5		(noun,verb)
presentation	5		(noun)
prior	5		(adjective,noun,idiom)
promotion	5		(noun)
proof	5		(noun,adjective,verb)
race	5		(noun,verb)
reasonable	5		(adjective)
reflection	5		(noun)
refrigerator	5		(noun)
relief	5		(noun,idiom)
repair	5		(verb,noun)
resolution	5		(noun)
revenue	5		(noun)
rough	5		(adjective,noun,adverb,verb)
sad	5		(adjective,noun)
sand	5		(noun,verb,idiom)
scratch	5		(verb,noun,adjective,idiom)
sentence	5		(noun,verb)
session	5		(noun)
shoulder	5		(noun,verb,idiom)
sick	5		(adjective,noun,idiom)
singer	5		(noun)
smoke	5		(noun,verb,idiom)
stomach	5		(noun,verb)
strange	5		(adjective,adverb)
strict	5		(adjective)
strike	5		(verb,noun,adjective,idiom)
string	5		(noun,verb,idiom)
succeed	5		(verb)
successfully	5		(adverb)
suddenly	5		(adverb)
suffer	5		(verb)
surprised	5		(past,verb)
tennis	5		(noun)
throw	5		(verb)
tourist	5		(noun,adverb)
towel	5		(noun,verb)
truly	5		(adverb)
vacation	5		(noun,verb)
virtually	5		(adverb)
west	5		(noun,adjective,adverb,idiom)
wheel	5		(noun,verb,idiom)
wine	5		(noun,adjective,verb,idiom)
acquire	4		(verb)
adapt	4		(verb)
adjust	4		(verb)
administrative	4		(adjective)
altogether	4		(adverb)
anyway	4		(adverb)
argue	4		(verb)
arise	4		(verb)
arm	4		(noun,verb)
aside	4		(noun,adverb)
associate	4		(noun,verb,adjective)
automatic	4		(adjective)
automatically	4		(adverb)
basket	4		(noun)
bet	4		(noun,verb)
blow	4		(noun,verb)
bonus	4		(noun)
border	4		(noun,verb)
branch	4		(noun,verb)
breast	4		(noun,verb)
brother	4		(noun,interjection)
buddy	4		(noun,verb)
bunch	4		(noun,verb)
cabinet	4		(noun)
childhood	4		(noun)
chip	4		(noun,verb)
church	4		(noun)
civil	4		(adjective)
clothes	4		(noun)
coach	4		(noun,verb,adverb)
coffee	4		(noun)
confirm	4		(verb)
cross	4		(noun,verb,adjective)
deeply	4		(adverb)
definitely	4		(adverb)
deliberately	4		(adverb)
dinner	4		(noun)
document	4		(noun,verb)
draft	4		(noun,verb,adjective)
drawing	4		(noun)
dust	4		(noun,verb)
employ	4		(verb,noun)
encouraging	4		(verb)
expert	4		(noun,adjective)
external	4		(adjective,noun)
floor	4		(noun,verb)
former	4		(adjective)
god	4		(noun,interjection)
golf	4		(noun,verb)
habit	4		(noun,verb)
hair	4		(noun)
hardly	4		(adverb)
hearing	4		(noun)
hurt	4		(verb,noun)
illegal	4		(adjective,noun)
incorporate	4		(verb)
initiative	4		(noun)
iron	4		(noun,verb)
judge	4		(noun,verb)
judgment	4		(noun)
justify	4		(verb)
knife	4		(noun,verb)
lab	4		(noun)
landscape	4		(noun,verb)
laugh	4		(verb,noun)
lay	4		(verb,noun,adjective)
league	4		(noun,verb)
loud	4		(adjective,adverb)
mail	4		(noun,verb)
massive	4		(adjective)
measurement	4		(noun)
mess	4		(noun,verb)
mobile	4		(adjective,noun)
mode	4		(noun)
mud	4		(noun)
nasty	4		(adjective,noun)
native	4		(noun,adjective)
opening	4		(noun,adjective)
orange	4		(noun)
ordinary	4		(adjective,noun)
organize	4		(verb)
ought	4		(verb)
parent	4		(noun,verb)
pattern	4		(noun,verb)
pin	4		(noun,verb)
poetry	4		(noun)
police	4		(noun)
pool	4		(noun,verb)
possess	4		(verb)
possibility	4		(noun)
pound	4		(noun,verb)
procedure	4		(noun)
queen	4		(noun)
